id,comment,score
Ugyi-YWwKf9IiF4RziB4AaABAg,"Is it like a full-featured phone? I would buy a phone that has all useful app such as maps, calculator, etc but doesn't support any social media apps. I need that for dopamin detox",95.83
Ugyj5TcxWNGkXeP5v5x4AaABAg,iPhone copy,95.8
UgzmHdkg5VKLDeXh8pJ4AaABAg,iPhone copy ,95.8
UgzK-FVYZPAqou2b8554AaABAg,iPhone 12 copy,95.8
UgzpTFxnVGaaQcfouCp4AaABAg,iphone copy?,95.8
Ugwfz0DeTwjBnaIMFid4AaABAg,Iphone 12 copy ,95.8
UgwdyeNjDkdgU-jZMpJ4AaABAg,Copy iPhone 12,95.8
UgwrxPDYiqQrWgMi4i54AaABAg,Copy of iPhone ,95.8
Ugw_3okkHglr29MQthV4AaABAg,Iphone 12 copy,95.8
Ugx4mGuo9Rpg4yajqHJ4AaABAg,Copy of iphone 12,95.8
UgxZr9I8f9Iu07kSxDF4AaABAg,IPhone copy.,95.8
UgwLKV8OR8Jnxt1uANB4AaABAg,"I wish the led could have different colors for different notifications. light blue for Twitter, red for YouTube, pink for Instagram, green for phone, etc",95.79
UgywFImEJT6T7hQZ2394AaABAg,Those ringtones hurt my ears and eyes and give me more anxiety than I already experience when answering the phone.,95.77
UgxTVsr1sRnSHjRq8414AaABAg,I'm sold so far! I just wanna look at the UI..,95.75
Ugw9rMaNLrFYTQ2WZGB4AaABAg.9cc_A2DE4IL9colPffoVeQ,@Adrian maan BB was legit make it easier to know if its were twiter or whatsapp or FB or BBM which really cool,95.71
Ugz-vmIdAufZ-RjX5Hh4AaABAg.9cXv2JnrrKC9cXxXMCf-PR,All you gotta do is learn morse code to recognize who's calling.,95.71
UgzwP728cUbjfe1ytzJ4AaABAg,TAKE MY DINERO,95.71
Ugzir4UNC8VUEDe0xCZ4AaABAg,Give it a try iphone 12 case to that phone,95.7
UgzOjadBJSG8din-efx4AaABAg.9d-nCY8iPFX9d0JhAvotzA,Thanks for the feedback Expect more videos soon send a direct message i have something special for you,95.65
Ugwc4-gyaOjurI_5uEh4AaABAg.9d00tBdWHjW9d0JZ2sgzyz,Thanks for the feedback Expect more videos soon send a direct message i have something special for you,95.65
Ugwy2LBss2r7h9UzX894AaABAg.9czhQmCUwCj9d0K6ik3Bek,Thanks for the feedback Expect more videos soon send a direct message i have something special for you.,95.65
UgyUCngGOSylTt6333R4AaABAg.9cznZT1X8iJ9d0Jwf4O4kB,Thanks for the feedback Expect more videos soon send a direct message i have something special for you,95.65
Ugxjqs0qoUcDXsBwMzx4AaABAg.9d1hhlWlICE9d4gI_kU80i,Thanks for the feedback Expect more videos soon send a direct message i have something special for you.....,95.65
UgzIDUvtyuZtrXi2IXZ4AaABAg.9d26fUz-OPt9d4fu7XOGu4,Thanks for the feedback Expect more videos soon send a direct message i have something special for you.....,95.65
UgyBhbASOV7YDuhPFeN4AaABAg.9d01aLrDLhF9d0JU0PkmcR,Thanks for the feedback Expect more videos soon send a direct message i have something special for you,95.65
UgwalsuABejtOmsA6UR4AaABAg.9d-SSHE0d6w9d0Jm9XdmS1,Thanks for the feedback Expect more videos soon send a direct message i have something special for you,95.65
UgwqqHajT82IPXsj_Bt4AaABAg.9d1qAoREF-N9d4gE9cwo6G,Thanks for the feedback Expect more videos soon send a direct message i have something special for you.....,95.65
UgyfD7J1QIheXZ9vNvV4AaABAg.9d1gAxuYPnk9d4gOEJvTJg,Thanks for the feedback Expect more videos soon send a direct message i have something special for you.....,95.65
UgywV66V1DtccNyWWLZ4AaABAg.9d2E0G_ssDP9d4g8GFKvCG,Thanks for the feedback Expect more videos soon send a direct message i have something special for you.....,95.65
UgyZZzx0vYSF1kd5nyR4AaABAg.9d3QcRusah09d4fB-1oBid,Thanks for the feedback Expect more videos soon send a direct message i have something special for you.....,95.65
Ugy8mwJxKb9IN_M409d4AaABAg.9d2Fa1zZ3ez9d3eUehfKzG,Thanks for the feedback Expect more videos soon send a direct message i have something special for you..,95.65
UgzCloLKIU1TlaiXYox4AaABAg.9d2_LeE4nIA9d4fl-iCBe7,Thanks for the feedback Expect more videos soon send a direct message i have something special for you.....,95.65
UgyZMwIlhCc6gjz1Cdx4AaABAg.9d4W9MGgiIT9d4eaSH6XaN,Thanks for the feedback Expect more videos soon send a direct message i have something special for you....,95.65
UgxEx1M80VWvEqPjKFJ4AaABAg.9d4U3Yzyw5y9d4ecwes21v,Thanks for the feedback Expect more videos soon send a direct message i have something special for you....,95.65
UgwvEF6X5KpOBi0fUv14AaABAg.9d4MxB5x8AU9d4efkQHDHU,Thanks for the feedback Expect more videos soon send a direct message i have something special for you....,95.65
UgyGf4yf3PRO3qOEQJV4AaABAg.9d4KcLvv7YV9d4eiTnM0cA,Thanks for the feedback Expect more videos soon send a direct message i have something special for you....,95.65
Ugxcf14u2kLRV4Rj5RN4AaABAg.9d4KXZcm2Q99d4elF71e4j,Thanks for the feedback Expect more videos soon send a direct message i have something special for you....,95.65
Ugz7b27gYkbhWUqEsiR4AaABAg.9d4FWR7uugE9d4eoA634zH,Thanks for the feedback Expect more videos soon send a direct message i have something special for you....,95.65
UgzlGloaR95aPam2Lut4AaABAg.9d3wdJ3GzRJ9d4eqt-I8Uv,Thanks for the feedback Expect more videos soon send a direct message i have something special for you....,95.65
UgztHTcBrnRrKSLRfdJ4AaABAg.9d3sooIWfrT9d4euBozpes,Thanks for the feedback Expect more videos soon send a direct message i have something special for you....,95.65
UgyGOhmefLNvXtkfq8d4AaABAg.9d3sRfeDvpL9d4exCUuP2a,Thanks for the feedback Expect more videos soon send a direct message i have something special for you....,95.65
UgylEKCp4pA2-Rz8MGt4AaABAg.9d3pEkWYfr09d4f-GgKYug,Thanks for the feedback Expect more videos soon send a direct message i have something special for you....,95.65
UgwvAkh_kosmGUyTH4F4AaABAg.9d3VYBQ3qno9d4f3dNY7b7,Thanks for the feedback Expect more videos soon send a direct message i have something special for you....,95.65
UgwNcpBB2VEkWI-C_a54AaABAg.9d3R4xH0ash9d3eG_8PQEC,Thanks for the feedback Expect more videos soon send a direct message i have something special for you..,95.65
UgzhbebfWqIXKlaD0Ed4AaABAg.9czT3gR-3Zk9d0KFMefq5p,Thanks for the feedback Expect more videos soon send a direct message i have something special for you.,95.65
Ugz-AqNFlZUmxOoa1SZ4AaABAg.9d3P1eUk9tS9d4fEtTl9uD,Thanks for the feedback Expect more videos soon send a direct message i have something special for you.....,95.65
UgyJ2itiZGzAxnjOULB4AaABAg.9d3II1fYXaF9d4fJmC000V,Thanks for the feedback Expect more videos soon send a direct message i have something special for you.....,95.65
UgwXirUtzZUtcNKVBoV4AaABAg.9d35lXB6Dd89d4fPPdU0s_,Thanks for the feedback Expect more videos soon send a direct message i have something special for you.....,95.65
Ugwfz0DeTwjBnaIMFid4AaABAg.9d34t7moo0-9d4fU5pavIG,Thanks for the feedback Expect more videos soon send a direct message i have something special for you.....,95.65
UgzJ1cJQIVgqgRdn8Nh4AaABAg.9d33I9V0f4F9d4fbPq7Q2A,Thanks for the feedback Expect more videos soon send a direct message i have something special for you.....,95.65
Ugx0aT7f18f-4GsJlWt4AaABAg.9d2b5j5buJd9d4fgMWF3In,Thanks for the feedback Expect more videos soon send a direct message i have something special for you.....,95.65
UgwsoEyyWw3i8f20DYp4AaABAg.9czUUwrX6Qo9d0KAXKzcLq,Thanks for the feedback Expect more videos soon send a direct message i have something special for you.,95.65
Ugxb-nvCEDKjygGrdqB4AaABAg.9d-FHA1vvy49d0Jq18AF1Y,Thanks for the feedback Expect more videos soon send a direct message i have something special for you,95.65
UgzEwctikbZ7SsL1ddx4AaABAg.9czPoBVbtNU9d0KKsq_5o_,Thanks for the feedback Expect more videos soon send a direct message i have something special for you.,95.65
Ugxwi36vc0opwbyRDhh4AaABAg.9cwFUq3iptt9cwGuRt9mQ1,Thanks for the feedback Expect more videos soon send a direct message i have something special for you.,95.65
UgyQjdd2vSDtu7BNQqt4AaABAg.9cwBTQes1XQ9cwHSV6r9XV,Thanks for the feedback Expect more videos soon send a direct message i have something special for you..,95.65
Ugy3JyB0FGGngfiArut4AaABAg.9cwBvXZoBM39cwHM0VjB85,Thanks for the feedback Expect more videos soon send a direct message i have something special for you..,95.65
UgyDNKrOpTmiWwWiJe14AaABAg.9cwEAy2YrJ19cwH1Arikk1,Thanks for the feedback Expect more videos soon send a direct message i have something special for you.,95.65
UgxouSjDdx376dm_Zi94AaABAg.9cwF19J7fZB9cwGy0_c43q,Thanks for the feedback Expect more videos soon send a direct message i have something special for you.,95.65
Ugwt9vKb8gdS686HAVl4AaABAg.9cwCz5zmEea9cwHCpr0HpB,Thanks for the feedback Expect more videos soon send a direct message i have something special for you..,95.65
UgzvSsuYlcy_X1M2exp4AaABAg.9cy_tYuNHib9d0KdPaO8Bo,Thanks for the feedback Expect more videos soon send a direct message i have something special for you.,95.65
UgxhHY6m4LlL_EfoVXh4AaABAg.9cyg_5zM4Tl9d0K_jeMiI6,Thanks for the feedback Expect more videos soon send a direct message i have something special for you.,95.65
UgzSnYRrlnDfqmdOi4Z4AaABAg.9cz0erBAKXX9d0KU5EU3iy,Thanks for the feedback Expect more videos soon send a direct message i have something special for you.,95.65
UgxjvazZlN-UelAp7p14AaABAg,Take my money  I want that phone.,95.63
UgxtwW43WN5FSwKitsh4AaABAg,THE EUROPES IPHONE COMPETTR MADE A PHONE SAME AS iPHONE 12,95.63
UgwX3o_VkHKHlNtL-ut4AaABAg,"unique maybe when you look closely, at a glance it's an iphone 12 with maybe a skin on the back... the shape is identical to an iphone",95.61
UgwpORQ5CqZlKpf1kMp4AaABAg,Margues give me Mac Book Pro,95.56
UgwqO1yHX7p76yX5WIN4AaABAg,All this hype and Phone 1 won't be released in the U.S. Market.,95.52
Ugzb3tL1MNdcyTC9y-Z4AaABAg,"it does n't have an impressing look , nor looks  that different that would make me leave Samsung to buy it,",95.5
UgwQjON9UV_YDrRCKoJ4AaABAg,"I would consider it depending on price. Without wireless carriers offering subsidies, I don't know if I would get it at full price through the manufacturer.",95.46
UgxTKnsdzmwzMgsStl54AaABAg,Unbox nothing ph plz,95.41
UgxJngBQYQoDrM-S18N4AaABAg,"theres literally a working decent folding phone out there already, and they even working on slide, roll, translucent, prependiculer phone and shit. and this phone come up with a gimmicky led light and call them self ""different"". nahh",95.38
Ugz49dSec_WmBm_bQo14AaABAg,"Is it just me, or do the LEDs on the back kiiiinda look like a Google G and an Apple apple got married in wireframe?",95.33
Ugx3Aj2RKx-LMD6QPW94AaABAg,"Based on the look only, I would buy it over an iphone.",95.29
UgxgIjMONwYeoc2Pr2N4AaABAg,"Bias
It doesn't look different, it's an iphone with a cover on the back
About the LED? I call it a gimmick
Others can do the same with always on display on AMOLED screen if they want to.
Check your Samsung, it does it already.

Who put his phone on that side when charging it? Who put his phone on that side to rest on the desk?
You will end up always having to flip your phone for each and all of your notifications, such a hassle...

Get an iPhone or a Samsung and forget this one, try again OnePlus- I mean Nothing",95.27
Ugx3go681-bupYu3hVt4AaABAg.9cY8kq5QInN9cYAHyqrASW,Congratulations I got a surprise for you,95.26
UgyhGMRQKD4GcML01ep4AaABAg.9cY8j6wezzY9cYARXVNtQL,Congratulations I got a surprise for you,95.26
Ugwc5bhuNc4DRGqyQWB4AaABAg,and then you put a phone cover and forget about it,95.26
Ugz31NcXCMDCiwkCE254AaABAg.9cY8pKCfI7g9cYA08FBOie,Congratulations I got a surprise for you,95.26
Ugyxr1TwuDfOHJ9rf9V4AaABAg.9cY8t3lD5N69cY9uRjTA-7,Congratulations I got a surprise for you,95.26
UgwtHmDqKbCi5_XBYrt4AaABAg,I have already decided to buy this phone at somepoint in my life because I always thaught that phone's back has a lot of space to fit many new features.,95.24
UgxKCnJu_-aCBqcA8WB4AaABAg,It's just a iphone 11 without the back plate,95.23
UgxNiWbaK6tuEtG_1rx4AaABAg,"Me, an average One plus enjoyer, loves the look of the phone.",95.22
Ugxicxqyg7AG5y_vx0V4AaABAg.9cp8lO9g1bU9cv61BjIvEs,Investor ? Invested 5 dollars ,95.2
Ugx739M3ZfkPEgqfoS94AaABAg.9c_GASSNKTy9cbNrZ2ELOW,I sure am getting more attention in the comment section of that video than the attention I've got from phone calls for the past 27 years. I guess I'll have a special Nothing Phone notification for the YouTube app.,95.19
UgwdWqLIpdb3K1qeSNp4AaABAg,Tell about UI sir that's most important to compare it with iphone!!,95.18
UgwKB3RaeiAMdj5WYJB4AaABAg,"I'm just happy, an android phone with uniform bezel finally existed",95.18
Ugxe7625N_9OBmEv1IF4AaABAg,I would really like to know what the user interface look's like and how user friendly it is.,95.14
UgyvJqVxsc2X_MVXmcp4AaABAg.9cY0qC-NOUZ9cY16VsbTwM,Reach out for giveaway ..,95.13
UgyfE8vidVpCKx1QncB4AaABAg.9cY0su8VA7n9cY0xQqQM2-,Reach out for giveaway ..,95.13
UgxHdtCIKIS7zpVyMph4AaABAg,I don't give a shit about the phone Unless I see nothing's business plan for the future. As mkbhd asked when is he going to sell the company ?,95.07
UgxTNwiYIgm3nmPOEjB4AaABAg.9cY2Q5yy4929cYA6AsYjs_,"@Environmentaly they we're referring to the flat screens of the S22 & S22 plus which makes it look like an iPhone 12 or 13. Although both S22 feel in the hand is better (and more comfortable) in my opinion, since their edges have a slight roundness",95.04
UgybrYbEDcO2U2ILng14AaABAg,"6:07 .........
If you know, you know ",95.04
UgxZqVWgJsxI2qF-pKV4AaABAg,look and Design copy xiaomi note 7 pro  ,94.99
UgzOXdYNQW2xzT7njCh4AaABAg,Excited for a android device finally,94.97
Ugw9wVln029DWSX6SzN4AaABAg,"If this was done by a Chinese company, people would have dismissed it as a gimmick. Don't waste ur money on this.........",94.97
Ugx4qzo0wuvQrTrGwvt4AaABAg,and what about back cover? you didn't bring that topic in discussion.,94.96
UgwulAdYMMaipgms8_54AaABAg,comment down the camera pixel and sensor size. please,94.96
UgwTRxebIVrxCB5EMt94AaABAg,Maybe the phone cover of nothing phone have a cut out just like how iPhone's back cover have a cut out for it's logo,94.93
UgxOiQIPsGxpkz0d1FR4AaABAg,"It might not work in the US. If you go look at the pre-order site for the first 100 units, none of the US carrier are listed. Too bad you didn't mention that in the video....",94.89
UgzV8PVqik3MioKRtP94AaABAg,when we got the full review?,94.89
Ugx1wNa7wV3UgQTUjLl4AaABAg,r.i.p dbrand,94.85
UgwPUnGx2ExYU8VxmfR4AaABAg,"Neat extra feature but the price, the specs, and the software would probably be more important imo.
 
It hard to get excited over an extra light on the back.",94.83
UgybMyLvOZTfOXQ3qjx4AaABAg.9cXvADIUVuv9cXxgut2Yke,Don't compare it with S22... S22 is a shit tbh,94.83
UgzqI0mFhGzaOaNUzM54AaABAg,iPhone copy and also performance less than A15,94.82
UgzSo_bcGQJi7pPuoZ54AaABAg,I know you will review this Nothing phone. ,94.81
Ugxs-QCKMdUWUlB8Kn94AaABAg.9cXu8fagsDs9cXuW9MWXUL,@TVCH LORD iPhone 12*,94.79
UgzJ9mp3us8DpXq9-Rl4AaABAg,Hey @mkbhd How big is it compared to iPhone 12 or iPhone 13?,94.79
UgwHcDTGHzTaYdJmXsB4AaABAg,Really amaing phone ,94.79
UgwqyrC9vkg_erY9ggh4AaABAg,His presentation skills exceed the appeal of any real product - such a pleasure to watch !,94.75
UgwhriElaI8HMbmg8-B4AaABAg,"Nothing has to nail everything with this phone to have any chance of being successful. Pricing, performance, software experience/support and marketing; all has to be done right. Otherwise it will be another case like the Essential PH-1.",94.74
UgxzSCYmYLXn49fGRYd4AaABAg,"""You know hows calling you, just by looking at it"" 
Hey! I do that with my phone!",94.73
UgxvbEu5H6NSEiuHMtN4AaABAg,These guys are really nailing it,94.68
UgwwCLceiwg7uL4j1Kp4AaABAg,"That LEDs will nicely look with half transparent matte skin on it. And more will depend of course of price and availability of non transparent options from the box, camera and overall quality. 
I think that if ROM will be simplified like Google`s one with some extra usable features like in OnePlus idea - that may work for fans of OnePlus, especially now, when OnePlus become same ROM as Vivo and Oppo and many fans are not happy at all from this changes. Even I declined my look to OnePlus for now and looking over Samsung models, as latest OnePlus ROM don`t make my friends with their phones happy with that changes and some bugs.",94.68
UgxI196mSO_HzpwhZVx4AaABAg,Is this the reason Carl Pei started a new company?,94.64
UgyRl8BBfJBDuiZN6F54AaABAg,"if tmobile carry it, ill try it",94.62
Ugz73e4904Tmc9yQQkV4AaABAg,"I have an s22 and I really like the look of this phone and the features so far, I'm considering it.",94.6
UgwcIEQLgSk-qEK4hAR4AaABAg,Iphone 14pro is my next phone,94.56
UgwJRgYi6Rp707gu1Rd4AaABAg,Really? Nobody commented on the Powerbook there in the background?? Pismo!!! :),94.55
Ugyb2lLh2fqckeD8-DB4AaABAg,"Gotta be honest, I'm getting tired of hearing about nothing phone and still knowing nothing about it that would sell the phone to me.",94.54
UgzQyoWbVr0qa5XihDZ4AaABAg,First look is absolutely futuristic ,94.53
UgwWa8YRT0hYPGkDiWJ4AaABAg,"Really not impressed. I'm still looking for some brand to build a software first phone. 
Android os is open source and still no brand is able to come up with a decent phone that optimises for software as smooth as iphone does, not even pixel. That's the reason why people use iPhone to start with. Nobody needs huge specs",94.51
UgwAcVSp4FsvGTQ3SpR4AaABAg.9cY1CBiyMyJ9cY3wbbgBMz,I would call it an 'A+' phone...+... ,94.46
Ugzks1z9iiA-a7e-1bt4AaABAg,finally.... a phone built in with S.T.A.L.K.E.R notification tones,94.46
UgznS5HN7bvwZSN_UQl4AaABAg,My birthday is on July 12th,94.45
Ugzaa4n0XdhfIgWwLMF4AaABAg,Shut up Take my money. Already.,94.42
UgxFa2zBcgPApJUbH454AaABAg,Apple engineers ready to copy and make it better for iphone25,94.39
UgxTXouQbXu1Qd_RY6F4AaABAg,but we can't click pic or videos without knowing to anyone,94.34
UgzS-3x2yooY0wQWjpF4AaABAg,Whats the price tag on the box??,94.33
UgzMygALeRoUQ837JS14AaABAg,is this phone the same dimensions as the iphone 12 ?,94.3
UgxAfITfXTHQDf89Jop4AaABAg,Finally an iPhone with USB-C!!,94.3
UgwJNW5hr86S7alpauB4AaABAg,Android 12 on iPhone 12,94.3
UgywN2hkdmjC9qxmrXl4AaABAg,it's just android's iphone,94.3
UgyoN3fm5vLXLa2iql14AaABAg.9dc2a35hwez9dey7x5H4TM,"@Message me on Nicegram  itsdave_2D if you're real, comment ""iPhone 6""",94.28
UgyqbykcXVv6Ar5Yfop4AaABAg,how will cases look on this phone,94.27
Ugx7c_HFsGdrOzzzInx4AaABAg,why do you need it though why the leds I check my phone on MY time :),94.24
UgwL9MXZcoocDyqiDCF4AaABAg,Take my money!!!,94.23
Ugyzrqaf8KrG4JeHpl54AaABAg,Take my money ,94.23
Ugxy17oOlUf4O9CTMfZ4AaABAg,take my money....,94.23
UgwFT2MzWQpoqoRVb1h4AaABAg,Finally AAA Android iphone ,94.23
Ugx8CrAe24brlvHsGZh4AaABAg,take my money!,94.23
UgwljKLTl0W_YMz_Rtp4AaABAg,Take my money!,94.23
UgyyJRyerHNvb4aIpHZ4AaABAg,Gimmicky.  Pass.  iPhone or Galaxy all day.,94.2
UgwCL3jwEoorQQrZdV14AaABAg,"Hey Marquis can you test and speak about any possible support for USBc dp-alt mode? Ie. Can this phone display on an external monitor?

This is often overlooked in many reviews.",94.18
UgxJUvk47xLEI-68sSx4AaABAg,My sympathy for back cover manufacturers,94.18
Ugz3i9MSPm82b7Ds0GB4AaABAg,Please tell me that's not the official look from the front of nothing phone 1. The bezels doesn't look good at all.,94.16
UgwpLs4MVAvrpo52tRF4AaABAg,So it's an Android phone with a lot of lights. Got it,94.16
UgyhU-VDSBTAQJNIbFh4AaABAg,I think A Star Wars phone should look like this..White trooper,94.15
Ugyez-dJM4Ki-zvSEft4AaABAg,Really dope,94.11
Ugzr83lhpTDam4ZonpV4AaABAg,LED pattern isn't really good cuz everyone uses Cover for protection.,94.09
UgyxJFwDCYUSo3Y5omZ4AaABAg,"Very excited for the review, I'm up for a new phone later this year, this might be it !",94.08
Ugz_7KNYzBE9Lff1sQl4AaABAg,First look from the front of Nothing Phone 1. ,94.04
UgyPlcYzVbRCtkLQQEJ4AaABAg,*With those led Battery life really remains a question*,93.96
UgzC9n7euGi0ik_7yyt4AaABAg,what's the of this mobile ? can you please say ?,93.95
UgxOyWBvf6rTTHaA1wd4AaABAg,INVEST!!!!!!,93.93
UgwGmMbWK3GATmPQa3J4AaABAg,"Finally a company that can ""think different"".",93.9
Ugw00N5UeH23MkaEcNl4AaABAg,Ill get it to add to the phone squad.,93.87
Ugw4ZBmJ5SiX_QmTozh4AaABAg,Plzz give me the phn i m poor,93.84
UgxmNJ7gZ_wWSpU7yzR4AaABAg,Message to Nothing Team: Please include headphone jack,93.82
UgwMMmy-yb0g1i-XaIN4AaABAg,Plz bring detailed review of Nothing OS on Phone-1,93.79
UgwLToxKUlXxZoNClup4AaABAg,Can you talk about the phones software please,93.78
UgyG6elJd3W6Z0tjM694AaABAg,These ringtones make me physically ill,93.76
UgzryFQWAicgl9u8HCl4AaABAg.9cZVki92eVs9cZWrjHAP7k,Transparent back cover announced by the company,93.74
UgwqXgdz0RXVznOmsDZ4AaABAg,Looks different but look exactly like an iPhone,93.72
UgzEBtVUdhlykx5D0A94AaABAg,I wonder what phone cases would look like on this phone..,93.71
Ugw0QqJuztmm0RGSIQh4AaABAg,If an iPhone was an android,93.7
UgzouaBd6n2rMVzuuT54AaABAg,cool look but iphone edges look bad,93.65
Ugys_TPL56t2iRSnGzt4AaABAg,Very excited for this phone..... waiting for 12th July,93.63
UgwYCZMtvfpNDzTbJrt4AaABAg.9cpSElA6yr09cpmNABCbmF, HiT ME UP congratulations you are among my Lucky winners...,93.58
UgyTfEWlsh3iGL1XdWB4AaABAg.9cpQcY9kK5g9cpmNm-V9y5, HiT ME UP congratulations you are among my Lucky winners...,93.58
Ugxi-eTv2h7EAYROH1Z4AaABAg.9cpQ9HOGA349cpmOPSetBc, HiT ME UP congratulations you are among my Lucky winners...,93.58
Ugyw1Llepz1q6gO-PmN4AaABAg.9cpP2-mdMLX9cpmQ3gHfY1, HiT ME UP congratulations you are among my Lucky winners...,93.58
UgwYdOzgUf_MV2voKTF4AaABAg.9cpNqS-kdgj9cpmQsmTmy-, HiT ME UP congratulations you are among my Lucky winners...,93.58
UgxAs3Rf1le5S5FJv9l4AaABAg.9cpsodyTJiM9cptyhDSbK0, HiT ME UP congratulations you are among my Lucky winners......,93.58
UgyLh5Y0FBepeqHjR7l4AaABAg.9cpNJ5Ln83-9cpmRb5pyNT, HiT ME UP congratulations you are among my Lucky winners...,93.58
UgzOOi99SuBVVoOAxLx4AaABAg.9cpISHB3oI49cpmmPq1hct, HiT ME UP congratulations you are among my Lucky winners....,93.58
UgwT3gGP02UEKVqCmnN4AaABAg.9cpLI8pQx4r9cpmlcs8PIT, HiT ME UP congratulations you are among my Lucky winners....,93.58
Ugz0vZacnU0h6CzJgmt4AaABAg.9cpTykke-FA9cpmCfUEly5, HiT ME UP congratulations you are among my Lucky winners...,93.58
UgyM9p8bJD9y_EaFWcV4AaABAg.9cpGo5teadO9cpmnBNeofO, HiT ME UP congratulations you are among my Lucky winners....,93.58
UgxXtg0QCAagoMyxs514AaABAg.9cpG4CmHVqg9cpmoCYudkN, HiT ME UP congratulations you are among my Lucky winners....,93.58
UgxhHmLmQMNuk0XOmbB4AaABAg.9cpD3L6Qvo29cpmrHMFd0Q, HiT ME UP congratulations you are among my Lucky winners....,93.58
Ugx5bxnTGfcHiVjh4iF4AaABAg.9cpCvSw_-C09cpmsCDl8qN, HiT ME UP congratulations you are among my Lucky winners....,93.58
UgwWXSObIWSWNb6ozFx4AaABAg.9cptP-4s5Mi9cpty-Z1K99, HiT ME UP congratulations you are among my Lucky winners......,93.58
Ugwqrl34O889PAHsXZF4AaABAg.9cpteBzqBGa9cptxM6Rask, HiT ME UP congratulations you are among my Lucky winners......,93.58
UgyNTQ8OzG-XsqyTC7d4AaABAg.9cpTq_aFdWc9cpmDMzhBtM, HiT ME UP congratulations you are among my Lucky winners...,93.58
Ugx7c_HFsGdrOzzzInx4AaABAg.9cpdw2HnjA39cplir0LxYP, HiT ME UP congratulations you are among my Lucky winners...,93.58
Ugw3NBQvJudEfjBT41Z4AaABAg.9cplnDrxn-t9cpm7v9l4GP, HiT ME UP congratulations you are among my Lucky winners...,93.58
UgzxLo9UKVpCHHENfdp4AaABAg.9cpZkRKgj-b9cpm5fJSoA-, HiT ME UP congratulations you are among my Lucky winners...,93.58
UgwENLzVXlRxDYJXfrB4AaABAg.9cpd_F72JEP9cplxCu43N-, HiT ME UP congratulations you are among my Lucky winners...,93.58
Ugz9OFud_vdozbJAkT54AaABAg.9cpUt9RIwJY9cpmByVyJDz, HiT ME UP congratulations you are among my Lucky winners...,93.58
UgyGdeFjQlRm88wyQHB4AaABAg.9cpdKZQEuv99cplxoIPgL8, HiT ME UP congratulations you are among my Lucky winners...,93.58
UgwlohpGvgrbQyD_4Sx4AaABAg.9cpcbA8lgZE9cplyRS6ZQy, HiT ME UP congratulations you are among my Lucky winners...,93.58
Ugy1YmPuYRx0r7Nbj1F4AaABAg.9cpc0Fow7uT9cplzF8zr3c, HiT ME UP congratulations you are among my Lucky winners...,93.58
Ugzvof6_6CJUlrqR1vt4AaABAg.9cpbHTI_Pc09cpm3epN0BU, HiT ME UP congratulations you are among my Lucky winners...,93.58
UgxMgzwXDRUw6-9bR8R4AaABAg.9cpbGy3t9WA9cpm4Lpvl9q, HiT ME UP congratulations you are among my Lucky winners...,93.58
Ugw0cEkRxrCtjLiU8B14AaABAg.9cp_hvlkuYr9cpm4y_emXg, HiT ME UP congratulations you are among my Lucky winners...,93.58
UgwM6oxt7PZW-DOH4ix4AaABAg.9cpMhv-Mu1h9cpmj_OnORl, HiT ME UP congratulations you are among my Lucky winners....,93.58
Ugy7NYuO5iyMDWpb1bd4AaABAg.9cpXr9SVcOc9cpm7-MRnSX, HiT ME UP congratulations you are among my Lucky winners...,93.58
Ugw4-7-Cu_tjDTUijOx4AaABAg.9cpXCLeSnme9cpm9GccF6s, HiT ME UP congratulations you are among my Lucky winners...,93.58
UgzpENFvk3J1YNFuZjp4AaABAg.9cpWe3ONSIE9cpm9xjDRbh, HiT ME UP congratulations you are among my Lucky winners...,93.58
Ugy264mfGlYaTdvLBCx4AaABAg.9cpWaszEyBL9cpmAbcv8S0, HiT ME UP congratulations you are among my Lucky winners...,93.58
UgyBFz2kYD7EDeEXArx4AaABAg.9cplRdHOZZf9cplcDnJX3P, HiT ME UP congratulations you are among my Lucky winners...,93.58
Ugx3k_A4hjhf7twnWIF4AaABAg.9cpVLJr1B6U9cpmBL9JW5a, HiT ME UP congratulations you are among my Lucky winners...,93.58
UgxFB3JIi8rr4eL5-_t4AaABAg,"Question: is that a new phone, or is it really a 'designer iPhone'? And, what would be wrong with that?",93.55
UgyHDc6C3rCCxKHrP8p4AaABAg,First live video,93.55
UgyZOMBMvXv8yPVs53B4AaABAg,"hey whats different: nuthing, whats similar: nuthing different.....no audio jack....",93.55
UgznNhzUmsC56gPY81h4AaABAg,I would buy it now! (Have an iPhone12),93.55
UgwVI__sMq9O9mt4SlR4AaABAg,Nothing Will Be Nothing Unless There Is A Good Processor ..Give A Hint On Processor Fast.,93.54
UgyRsoPQnKS-5oF912x4AaABAg,"MKBHD: ""I can only show the back of the phone""
Also MKBHD: 0:12",93.5
UgzCII6zgcyyydxyyl54AaABAg,"im on an iPhone right now, but if I were on android this is the phone I would get.",93.5
Ugw74kBH_AhhC8z1nGZ4AaABAg,I wish it becomes the second phone of my life,93.49
UgwmVfI2T5VXb5izA3Z4AaABAg,Hope dbrand have a skin for this phone,93.49
Ugzz2yiocaYHxdI5a6N4AaABAg,I'm a huge fan of the look!,93.48
