id,comment
UgxBYVi0pO8jhiG3PXR4AaABAg,"Nevermind the politics, the fact is that Americans really did bad things to the people of Korea, an injustice done"
UgzUh4D1oFyCMkov6D14AaABAg,great color grading Johny!
Ugyy3yr3WoR7j9O5ZxV4AaABAg,"I feel like its sad this happened, but wasn’t it a korean who decided to destroy the balance, lose, and then force his country to remain in shock after they were war ravaged? seperated yes, but eventually to be reunited?"
UgyzlCSN-1swrD3HtH54AaABAg,I suppose Johny overestimate the factor of war that took place 70 years ago and underestimate the factor of crazy dictator who is in power in North Korea. We have an example of Japan which also was in war with United States bur doesn't want to destroy anybody
UgzF4wUybRNVRWtleXR4AaABAg,The US didn't have air superiority but air dominance.
UgyDyAw_6Sh8JXQsHnF4AaABAg,"Unbelievable that this is free to watch, like always amazing video"
UgyK-DvM1k0BkHP6gRt4AaABAg,"🤮🤮🤮 an american view of the war. Of course the country that destroy 85% of the Popular Korea is the good one. 
THE US ARE THE TIRANIC COUNTRY IN THE WORLD 🇰🇵🇰🇵🇰🇵"
Ugzn62tA7TiBWk_3xG94AaABAg,"Evrybdy hates USA, they r racist, opportunists n cunning."
Ugzn62tA7TiBWk_3xG94AaABAg.9hUlauedQmU9hUoC99RRFd,That’s most counties my guy.
Ugy9TcQFXP97bDArrgh4AaABAg,This was a very informative video. The most interesting thing I learned was that South Koreans don't worry about war with North
UgyYtTarpFhmnGus1XN4AaABAg,"If You Come To Think of It Between The Conquests And Wars of Super Powers Only The People of Korea Have Suffered The Most. The Thing I Can't Understand Is That People From The West Like South Koreans Because They Support The US And Are Against North Korea Because It Is Has Anti-Americanism, But As You've Clearly Said They Have A Perfect Reason To Hate The US Because The Devastation They Have Caused. I'm Not Saying That North Korea Has Good Governance or Ideas But Views of The Western People Are Clearly Biased."
UgyYtTarpFhmnGus1XN4AaABAg.9hUjtS6rZsI9hVExXBsbTk,"Do you see how developed South Korea is compared to North Korea due to both of their governments decisions on how they should live? Seems like helping SK escape saved them big time. They can go and move anywhere in the world, they've made top products, influence millions from their culture, they can be vocal on anything. But no, the US ruined NK. THEY RUINED THEMSELVES. Well their leader did."
Ugx2pBl_7XmVMNmtbXR4AaABAg,"USSR never gave the technology of nuclear bomb , it was provided by pakistan 🇵🇰 Intelligence agency ""ISI""   which was backed by America. Libya and Iran were also got this nuclear technology through pakistan."
UgxvlhNFpS_dVKq4YER4AaABAg,8:47 That's how I feel when I read about Jesus
Ugx3d2NvKl-GwSJw5cF4AaABAg,"wow, this was amazing. ty"
UgwvfxbHKmvT4HIeDzp4AaABAg,Oy my god. Every Korean man must serve the military service and most of us went North Korean borderline. And it’s so ridiculous seeing this White savior acting like he’s in a dangerous mission in front of fence. Which is clearly near the tourist spot.
Ugw2qXrzp57-sNYxHI54AaABAg,"I didn't realize North Korea wasn't a threat to South Korea, but was as threat to the US and the western allies and did not forget while South Korea did. North Korea will never declare war on South Korea with the US still the dominate superpower in air and navy"
Ugw2qXrzp57-sNYxHI54AaABAg.9hUiJmikSAf9hUoTiNmvmM,"They were a threat till about the 90s. Western military tech just greatly out paced there military abilities. 

That, and without Soviet help, most of the NK military has fallen into disrepair and is under supplied. It’s air force in particular."
UgwK1cFccbSVbE9ERVZ4AaABAg,Thank you so much!true appreciated
UgzyKUwon5hXDN1x1sh4AaABAg,"Thanks for sharing this. Virtually no one in the US know about the over destruction of pretty much anything in the North. It's almost like they had a field trip with their bombers. The North Koreas never forgot, and never will."
UgzeH6zxkZNQgNHtCh94AaABAg,I didn’t know that about the influences of the USSR and USA in Korea and you explained it in a way that simply made sense. Thanks. This is one of my best videos of yours. ❤
UgwwQ815MZ5IIGEfqq54AaABAg,That beanie gives you absolutely NO cred
UgxfmOvQke0nPAo_pPh4AaABAg,Can you do a video on why Europe is it’s own continent when it’s is directly connected to Asia? I understand that Africa is directly connected as well but it is a tiny strip of land so it makes sense to categorize it differently but Europe is Asia in my eyes when looking at a map
UgyGYO-0XXyTdaBT9lB4AaABAg,"Your final comment is odd. You say North Korea is at war with United States, but do not mention South Korea at all. Is North Korea trying to subjugate South Korea or the United States? and do not try to take this conversation off track by saying that the United States has troops there. Yes, they do, and so do the South Koreans! And they do not want to be ruled by Kim Il Sung family."
Ugw0GJGR7yO6jQzRnEV4AaABAg,"The opposite case in Srilanka,,, Tamils being oppressed and a occupied by foreign nation"
Ugz3bczPYVPKS3RgtBR4AaABAg,Ok but does anyone know what highlighters he’s using? I NEED
UgzNVNx1zQ-1ySfkjUF4AaABAg,North should never move on from what USA did to them just to flex muscle and show USSR who's bigger.
UgzNVNx1zQ-1ySfkjUF4AaABAg.9hUgqvudzEZ9hVGAfTnI-h,"They aren't moving anywhere. With all of their developments just going to their cheap military, the people barely get food."
UgzNVNx1zQ-1ySfkjUF4AaABAg.9hUgqvudzEZ9hUo_dkcyvG,They shouldn’t have invaded South Korea then.
Ugxm032HTTD3QjzXDPN4AaABAg,When’s I’ll u talk about Srilankan genocide against Tamils?
UgxKu2IXcxbAJhIWHt14AaABAg,"the real reason north korea hates the usa is because they needed a common enemy to rally their people behind to get them to fall in line with the regime.
it's not a new playbook."
Ugzh7PcKGoPwegS_wBd4AaABAg,Wow Johnny.. amazing work!
UgxFoqjH__vfyD_Gitx4AaABAg,Can you imagine that those are the original transcripts and this dude ts scribbling all over them at his own will lol
UgwgvHFuzkcWgPmRT6l4AaABAg,The drama
UgyX2m4cv-ZhT3OGSyV4AaABAg,Are you married still? You no wear ring
Ugy8hA9dbniZzqQD4mJ4AaABAg,Yeah always the atrocities of the USA what a shame!!!!
UgwF3PusLURy9bYsKgJ4AaABAg,"NK: >Starts a war
>lost the war
>uses its people and its land
>people suffer because of NK
>people (I assume some if not most) are angry at outsiders

Braining via media and props sure is powerful ay. poor NKens"
Ugz_oam6hy8k7r7ITpd4AaABAg,"The real reason North Korea hates the USA?

Syngman Rhee. End of story. Nothing like the USA training a Korean politician ÍN America, to be pro-American, and then ship him back to Korea to become the leader of the entirety of Korea. Just to have a pro-Western / Pro-USA Korea. Very understandable that a lot of Koreans did not like this idea AT ALL."
UgyInlLU_I0gMIxkJUR4AaABAg,"Hey Johnny, great video! I'm happy to learn the everyday south koreans live their lives free of thinking of a war threat. If you are into (actual) bomb shelters i invite you to a visit to Israel. Every building in israel has a bomb shelter, and buildings built in the last 25 years even has a bomb shelter in EVERY apartment which are fortified rooms with the ability to withstand even chemical weapons. There are also public shelters in every city but very common near the border."
Ugxw0N3d0pv6SeKLcbN4AaABAg,"adding on, it wasn’t the Soviets, rather Pakistan that provided the North Koreans with Nuclear technology"
UgzmzGv54mjNg2YTcM14AaABAg,They were never been friends they were just like 'ok first we deal with bigger fish and then u'. Enemy of enemy is kind of a frnd.
UgzzJvWBK9H3X06xWNd4AaABAg,This wouldn't have happened at all if the country hadn't been split in the first place. When has that ever gone well?
UgxNJhVdCSPFRoKe0cR4AaABAg,It has really amazed me how much we didn't learn in school and continues into why.. some is very disturbing.
UgxX760RihyfgHXmvAp4AaABAg,"It's amazing how you out right say that you worked for a think tank. And people aren't even phased by it.
I bet these people think you're impartial. Which couldn't be further from the truth."
Ugz65F69MK-qse9awbJ4AaABAg,Your videos are the best! Thank you for providing such educational content in a super entertaining way.
UgxyS3RrDl6cXDXbpQx4AaABAg,united states destroying north korean towns is just as bad as what putin is doing now so dont just go after putin look at USA !!!ASWELL!!!
UgxyS3RrDl6cXDXbpQx4AaABAg.9hU_zN2WO-09hZKWclQguJ,Look at everything ! Not just two countries !
UgzKoFOh47jBFGUOrot4AaABAg,This is one of the most impressive narration of war history I’ve watched. This channel is literally developing my knowledge in so many ways
UgzKoFOh47jBFGUOrot4AaABAg.9hU_iNgJNsc9hZCrm8ESXa,@Johnny Harris JOHNNY CAN YOU DO A VIDEO ON USA 🇺🇸 EDUCATION SYSTEM PLZ 🙏?
UgzKoFOh47jBFGUOrot4AaABAg.9hU_iNgJNsc9hY_N9fY-xu,@Third Thoughts or you could just not watch his channel and let people who enjoy his content…enjoy it.
UgzKoFOh47jBFGUOrot4AaABAg.9hU_iNgJNsc9hXRFhbRRZT,"That's really sad, please diversify your information sources because this guy has an agenda. Never listen to him re geopolitics, or at least be sure to fact check his narrative for yourself"
UgzKoFOh47jBFGUOrot4AaABAg.9hU_iNgJNsc9hXG-R8ucGD,damn what a generous comment thank you! hearing stuff like this gets me excited to keep going!
UgzKoFOh47jBFGUOrot4AaABAg.9hU_iNgJNsc9hWECzT5RDO,"I, agree!"
UgzKoFOh47jBFGUOrot4AaABAg.9hU_iNgJNsc9hVySEv8YoF,L I t E r A l L y!
UgwLRH8wO3SUsLixSjZ4AaABAg,"I don't know for certain if American citizens can travel to NK but people from other countries can, you can go through China and have a guided visit through North Korea, more specific Pyongyang, watching their videos is such an eye opening experience, is kinda sad see all those fake buildings and people who are clearly actors (you are only allowed to see what the government and the tourist guide wants you to see), and that make it even sadder, a dull soulless city. With those wide avenues, but no cars, huge airport, but mostly closed, the deepest subway just for the sake of it, all for show while the true people are hidden in the countryside away from the tourists view"
UgxvpMSdIT-IjAnHI_Z4AaABAg,the americans and the soviets never were friends defenitely when the soviet union invaded poland in 1939
Ugz7KI0ipFGd9DxKZXV4AaABAg,Really nice video. I think if you showed the war photo of the little kid then you should’ve shown what’s in North Korean museums
Ugx0vC6nnCFWsmIuASJ4AaABAg,"South Korea is already advanced to a very consuming society. Young generation don't care about things much except their carriers, so what do you expect to hearing from them?  And you guy so underestimate the foundation of Kim regime is raising fear to grip on power in North Korea. They will escalate things if they are not getting enough attention. What a silly argument to say it's because the past War, that the regime escalate thing to protect North Korea as a country. You are really the mouthpiece of Kim Jong Un. Silly American boy, you will never understanding the way of Asia history!"
UgyonvLA_HnNdMSv1CJ4AaABAg,An absolute masterpiece. You stayed neutral bud. That's the best part.. And you presented the truth.. Not any propaganda. Very difficult to find people like you who present nothing but the truth. You have my respect mate. Keep up the good work... This 1video was enough for me to subscribe to your channel. I can learn a lot from this page
UgwwalywRqhvQSs7V9Z4AaABAg,"I really love the work you do and the way it translates to video. Every now and then though the tone of a modern American University student that was groomed to dislike the US and to point out its historical faults at every opportunity comes through. With that being said, I cant blame you for being trained by a University. And the US has many historical faults. Just like every country in the history of the world. To fix the bias you could simply just add a quick statement reminding your audience for example to this video.... "" let's not forget that the US turned Korea into dust during the war because Stalin and Jong conspired to dominate with communism and called Americas bluff expecting no retaliation."" And then simply give the quick 60 second history of Communism and the stats of dead people. And simply compare how North Korean life compares to South Korean life today. 

That is just a suggestion from a fellow american that truly does enjoy your work and appreciates the accuracy and truth in your research. Just try a little to sound like you stand for America no matter what before the videos end. It's where you are from and lots of people died during the good and the bad decisions made by our government, just so you and all the rest of us could live the lives we do as free as possible for our individual lifespans. Nobody lives as free and open as we do. Be proud of it. And shine the bad light on communism like it deserves."
Ugz6fjKMJ6zDilCN2_p4AaABAg,Something declassified by Moscow. Must be the truth!  Lol
UgztdMTjOO4VoIQiOdh4AaABAg,"Hey, Mr. Harris I am a big fan of yours. I had a question, Do you think North Korea will attack South Korea if a war breaks out between USA and North Korea? If you think that's a possibility which is more likely then what's your opinion on South Koreas' ignorance about the possible threat?"
UgzPwRNmBqH4JzT760d4AaABAg,"know the missle were actually pointing the usa. Psychological impact of the invader who demolised 85% of the buildings , dams and causes famine ."
Ugx5y6G2q_NEndo4x9x4AaABAg,"I’m korean, but this is most accurate video i’ve ever seen."
Ugw4AIzx9Fc7h7uprjd4AaABAg,"Wow amazing video bro as a forgner i live in the south for more than 10 years now abut the history i know a bit... you have been in a places i never knew before i will follow the images 😊😊 much respect bro..
If you like me like and let's make a group to have fun see the nice places.."
Ugyqeo5iAQAj7h8AKa54AaABAg,"Haven’t watched yet. Will do as I enjoy Johnny’s reporting. To twist the title around, “North Koreans” hate us so much that they risk life and limb crossing multiple countries to get out of that hell hole. The risks of farting against the regime are horrendous. Can you imagine what a dynamo united Korea would be? Of course, Xi and his thuggish regime would never tolerate a united and democratic nation allied with the US on his border."
Ugx2RBcnZa96I1krPxp4AaABAg,"25 minutes to say ""fuck around and find out"""
Ugz9sSYe7zTue4tzBn54AaABAg,"USA AND USSR MISTAKENLY INVADED THIS PENINSULA THUS IT BECAME SEPARATED. HAD THEY FAIRLY DECLARED KOREA TO BE ONE INDEPENDENT COUNTRY, THERE MAY NOT HAVE BEEN BRUTAL REGIME IN NORTH KOREA. BUT SINCE THE NORTH STARTED FIRST, THEY GOT A STRONG ANSWER. TODAY RUSSIA IS DOING A SIMILAR THING IN UKRAINE. THE ANSWER SHOULD BE VERY SIMILAR SO THAT OTHER COUNTRIES THINK TWICE BEFORE INVADING."
UgzuXdGiGdvi_bgQ4L94AaABAg,"Another hit from Johnny. It’s such a blessing that such highly produced and creative journalism comes at no cost to us. Thank you Johnny!

I found the most interesting aspects to be the absence of fear in S Koreans in nuclear war, that the shelters aren’t really shelters and that such a high number like 85% of buildings were destroyed.. that’s an unfathomable amount of damage."
UgzuXdGiGdvi_bgQ4L94AaABAg.9hUUe5_BMb59hZCvVeGcX9,@Johnny Harris JOHNNY CAN YOU DO A VIDEO ON USA 🇺🇸 EDUCATION SYSTEM PLZ 🙏?
UgzuXdGiGdvi_bgQ4L94AaABAg.9hUUe5_BMb59hXGzhSO7BE,thanks for the feedback! means a lot to hear that it really ressonated with you and others.
Ugzrc35IB8lZeiUHLhR4AaABAg,"We are linear thinkers and there is an art to persuing a line of reasoning...taking aspects of data, polishing them, and weaving them together like a string of pearls.  You are an artist John, but there are always more than a single perspective to defend.  The polarization between the north and south is perpetuated by the north also as a means of empowering and consolidating wealth among a closed class of individuals in the north!  They have used the ideological premise as a context for enslaving the majority of the population to service their needs.  This ""favored class"" works to protect their exclusive access to the goods and services provided by endenturing the population which they could not do if they did not have the background of a fifedom.  And the fifedom needs a reason to maintain their castle and the surrounding moat that is more noble and intellectually defensible than providing wealth to a few."
UgzpuyHmgAXWaF3mKDR4AaABAg,"We see similarities everywhere in the world, as Greek I learned in school bad things that turkey did in the past and when I went to turkey I saw that they teach the bad this GS Greeks did to them in the past and of course in both countries kids marching and visiting museums with this kind of images, one in particular I saw in turkey is a priest holding a cross leading the Greek troops and killing only women and children. It’s so sad that our races keeps holding in the past and politic propaganda"
UgxSvHFWeP6Yc8rYha94AaABAg,9:47 banger soundtrack :o
UgxUMMxXza4wnQMuU0p4AaABAg,I mean it's also a active war between north Korea and south Korea but whatever fits your narrative I suppose.
UgwiGMZ9N4gSTFbk6K14AaABAg,So did you become a teenager in the last months? People wearing beanies all the time are so stupid.
Ugwj4wD-zQ5M0Nv4PmN4AaABAg,"recently at school we started learning about the 6.25 war (us koreans call it the 6.25 war because it started on june 25th) and we watched a video about how the north are inventing missiles that can reach usa. watching this video, even as a korean, i understood more clearly what the north's intentions are, and how/why it's the usa they're aganist. 
(also i saw a bomb shelter at a school which literally is a tin roof on four poles with the 'shelter' sign)
thank you for the informative video!"
UgxYUKxE3uQa5Usu4LN4AaABAg,Man this kinda reminding me of borders from vox
UgxKVvJjJlMtS9JVEE14AaABAg,Sanctions have the opposite intended effect. All they do is unite the North Korean people and make the DPRK more determined to proceed with its nuclear arsenal and missile program.
Ugxm3PQbu1vG9o3HjG14AaABAg,"Unfortunately, America does not respect human rights and is only looking for an enemy, even if he is a peaceful citizen from the street"
UgyPqKaND4N73AGEPCF4AaABAg,"Huh.... If North Korea says, then its ""propaganda"". If uncle sam says, then its democracy, protection etc. And the right of having nuclear weapons only reserved for uncle sam 😂"
Ugwqm-Tpn-mb0oAcprt4AaABAg,"If you want to see the exact opposite, see what happened to Czechoslovakia. Even some of our neighbours still don't know we split up 😅"
Ugzhn_bzEMokiE-qncB4AaABAg,Let's all agree. Johnny Harris is damn amazing
UgwKJsX6dEzCkrvATxN4AaABAg,"The woman who spotted the pidgeon freaked me out, thought it was a ballistic missile"
UgyB1ZgarOWIPgO4zgR4AaABAg,"awesome video!! i love history, unbias history none bs they thought us in through out my school years..."
UgwTsyRDxZMfSFmmIMZ4AaABAg,9th
UgyTtKK7tX-2SkN8ecR4AaABAg,I liked this guys videos at first but the whole b roll footage of him digging thru papers and reading and unrolling maps is starting to get really super silly and annoying
Ugxy8iY73vGebexg_VB4AaABAg,"So you discover that Russia started all the pain, not really surpising is it"
UgyrnXRQY_5gCvK3Pmt4AaABAg,Really love your page just wish we got new content like once a week or at least every two weeks lol. But your channel is definitely FIRE ! Kick ass!
UgxtuPriB0d3TVRudgl4AaABAg,The conflict was not started by North Korea. It was started by the South Korean government who refused to acknowledge the democratic election that favored the North's government.
UgxGEWIVLj-IQvcjK-R4AaABAg,"As a Finn, I'd say a funny follow-up video for this one would be about analysing the winter war and continuation war and their effects on finnish society, since our whole present day infrastucture is built around the idea of the russians invading again. We never forgot the threat of russian imperialism, but still tried to build a working democracy, which is a facinating paraller to the Koreas."
UgzB6LY_1Jgx-easrq94AaABAg,"in general, i like your content quite much... i don't understand your beanie/ hat, whatever - who wears it inside? bit too hip"
UgyZXP82dXkg57wI4cJ4AaABAg,does anyone know the song used in the end there? (specifically at 24:36)
UgzuFks3y0amJotRH_N4AaABAg,What a shitty sales attempt of some junk people don’t need. Save your money.
Ugw2SpJSVhiMKbQNItZ4AaABAg,US killed 1/3 civilian population during war. They bombed every city to oblivion. That’s the reason in two sentences; you don’t need 25 minutes to say that.
UgzIZYN1-Ia4W4FHaPl4AaABAg,seoul is something like otha pathukudalam
UgwW2oMcO22fN3CbKsV4AaABAg,Come to Pakistan 👍
UgywzSrEu4VFYqbLpWx4AaABAg,Then why only focus on what west hypocracy did? Did communist started it on the first place?
UgxiR1rVu5nHPVSG8ct4AaABAg,make a history on soviet union
UgyealsCf3V6vri5InZ4AaABAg,"Great... North Korea apologist now... Care to make your next episode why Russia hates US in the name of journalistic independence, flipping through colour printed maps and copies of docs. What about focusing on how Kim and cronies violently oppress its population"
UgwEMj_jv7T3ckIlCZN4AaABAg,North Korea needs to be blown off the map.
UgxnNAHi4teu0rahk594AaABAg,"So the bottom  line is, this kim guy wanted to play boss and decided to ‘unite’ korea. He failed and blaims the US for destroying the country. If he had done nothing, just nothing at all, the war wouldn’t have happened, the country would still be ok and probably north and south korea would have joined in the 90s like germany… conclusion, power hungry guys should be eliminated."
UgwILNWa0pmqTz7TRFt4AaABAg,"To threaten ""us""...
Needless standoff  by ""outsiders "" - y not by ""us"""
Ugxi6KFo6SQsbHdeNKt4AaABAg,Lets forgive poor US.
UgxLvOfm6YMTjE65cmx4AaABAg,I never cease to be horrified by the things humans will do to other humans.
Ugw8uT8CpJyH6jYbOwd4AaABAg,"Life in Seoul is just fine, Koreans think living in America is more dangerous lol"
Ugw6NhUGY7NBo_6uKjJ4AaABAg,"hi, Jhonny can you make a video on IR (International relations)because I have learned much more from you than from any lecture at the university @Jhonnyharris"
Ugxxe2BI6FZkjM-mGXp4AaABAg,"hi, Jhonny can you make a video on IR (International relation)because I have learned much more from you than from any lecture at the university"
UgxEvHVe51ZZN8_bSXl4AaABAg,god please wipe out the communists 🙏
Ugx8T6ycEkNkyryuFNt4AaABAg,I think this is one of your best videos. Feel like this adds more to the conversation than other videos do to their respective topics.
UgynRn0t9zr6OrLYWHF4AaABAg,"The use of napalm also contributed to the trauma of north korea. Malcolm gladwell made a podcast about it, it's very interesting."
UgyCwm-L-ZxkGYwPOC54AaABAg,It's a shame that in american history books in school only talk about the korean war in less than a page.
UgwlR-jM_1mvG_JrrzB4AaABAg,"You have to minimize the threat so you are be able to live a normal life with it over your head. It is normalcy of an unusual exceptional circumstance. Other coubtries do not live with this constant daily threat. This is why you think others overemphasize this. Your habit has already mitigated the shock. The people has grown numb to it, until it really happens.
Its like in Ukraine since 2014, it citizen were used to live with the constant threat of Russia invasion. I recalled reporters surveying Kyiv citizen about their belief of wether or not Russia will invade. Many believe that Putin was merely posturing and he wouldn't do it. Now we all know what happens when society lives into complacency of an impending threat for decades."
UgyjmKjXYOS6JT1Iy914AaABAg,Need to watch the video's created by Yeonmi Park
UgyLL8n0mL6BdTRghFF4AaABAg,"North Korea as a 3.5"" floppy disk to use Nuclear weapons"
UgwebljUfjQ1vVHGJht4AaABAg,Johnny is the best freaking journalist I have learnt from. Going and get credible FACTS from the source itself instead of news outlets that just dictate what narrative they want to tell. I think solo journalism like this is the better source of info than corporations. Big up Johnny. Much love from Kenya.
Ugxo8KnIHatnEPAlULN4AaABAg,"You know brother, I love this video there's no any new video about north korea in 2022 like this. Thanx ❤️"
UgxhHdySZMwUq3jlYIl4AaABAg,The presenter in this is annoying as fuck.
UgyOu2soP-3xDML1Z0d4AaABAg,The woman who is afraid of pidgins is cute.
Ugw2NslO0pay5B6ra9V4AaABAg,Holy roll of the cali variety!
Ugw2OvBcg_XoLjllCV14AaABAg,"You're looking more athletic, I'm happy for you!"
UgzwJPjJhgg496a4Stp4AaABAg,It's so sad that North Korea still exists. At this point it's basically a buffer zone between authoritan China & democratic South Korea. It would be easy for an American president to apologize for the Korean War to Kim Jong-un. But I doubt that would change much. Kim Jon-un legitimacy depends on him threatening the world with nukes and I bet Xi Jingping would not happy to share Chinas border with another democracy.
UgwR_8y_LwfK1PKtGNx4AaABAg,"It would be good to say that S Korea is now one of the richest and more developed countries in the world, just surpassing Japan in terms of GDP per capita, while N Korea is exactly the opposite, one of the poorest countries in the world, constantly plagued by famine and disease. And all of this happened in just 50 years."
UgwkQF-lPcNn2aP8g9h4AaABAg,"If not for the crushing sanctions we have on North Korea most of the suffering and famine would not exist. Think about that... Do you think Kim Jong-un ever goes to sleep hungry or is in danger of freezing to death because of our sanctions? This Thanksgiving when you have eaten so much your belly hurts I want you to know they are eating dirt and grass in North Korea because of the suffocating sanctions we the USA places on them. 
How many more decades are we going to do this? Why can't we end the sanctions that clearly don't work and let them trade freely if for no other reason just to see what would happen? I'll tell you why... Because we really don't give a ratsass about the North Korean people it's all just a big game!   

As long as we have people on this planet that have to eat dirt and grass because of what we are doing to them none of us have any right to eat at all. This needs to end and it needs to END NOW !!@!!!@@~!"
UgzOTShYuzghBIay-xp4AaABAg,"Okay Johnny. I did not like your video. You prefaced it by throwing doubt on mainstream media and education as though, as your title suggests, they're not telling us the ""real reason"" that North Korean hates the United States. 

You don't need a master's degree to pick up a history book and read about the Korean War. While it is good to get primary sources (such as telegrams), I don't see why I should trust your analysis (there was little of it in this video) anymore than a mainstream expert or professor. Your video's thesis seems to be that NK hates the US because the US leveled' most of North Korea. And? All bullies whine when they pick on someone, then get knocked out. There doesn't seem to be anything new here.

From my perspective, it looks like you took a vacation in South Korean, and funded it with this video. Efficient, I suppose. However, I don't laud you for it."
Ugyr2Evfun57yH89flh4AaABAg,"the communist always start it first, then they go on to play victim"
Ugyt3vwlROXJ7oMuvvB4AaABAg,"Partially,you can't blame Nokor for their paranoia after what did the U.S warmonger govt did to their country during the korean war.just like what they've done to Libya,Iraq and Afghanistan"
Ugyt3vwlROXJ7oMuvvB4AaABAg.9hU7SrEEGXF9hUxymv0kxw,"The hell you can’t. Unlike iraq and Libya, North Korea was actually an aggressor when they invaded South Korea."
UgySj9q-V6LF7MhEWGR4AaABAg,The information presented is good. But my goodness it's some B movie editing and scrip writing. Very overdramatic.
UgzZtp7ZF1L4SDgYmDB4AaABAg,"The woman: I hate the regime
The govt drone pigeon : And I took that personally"
Ugx1AZ9PTwzlvHHQYbh4AaABAg,Whoever doesn't hate the US is the problem we all need to fix
Ugzz5RDJsHaH8kLettp4AaABAg,Why didn't the US finish the war all the way so no more NK?
UgydF4AdgjNvkfv-CER4AaABAg,what is this? a documentary for r3trds?
Ugw4nflGOjQIXp8ocpl4AaABAg,"Talk about brainwashing.

In the principle of looking back, North Korean leaders stop short of looking back on who started the provocation.
North Korea's Kim Il Sung, with USSR's Stalin, and China's Mao.
They started the war, which the UN, at the initiative of the USA only defended, and pushed back against the aggressors, the communists.

Talk about revisionist history that the communists propagate.

It didn't help that original documents furnished by the former USSR exposed the hypocrisy of the communists. They will keep on lying and revising history to justify their aggression against their own people."
UgxpWZ7mAF2qoRI-Ekp4AaABAg,North Korea and south Korea are the two extreme points of evolution in modern world .
UgyUrgWHSu1umYdZUux4AaABAg,"U forgot alot of Informations about North Korea willing to give up its nuclear arsenal if america signed a Peace treaty, because the North and south are technically still at war. The USA just dont want to Lose like a little Baby"
Ugz0vgi-NWbabO1X6yV4AaABAg,You literally did this in longjohns and a nightcap.  Good for you.
UgwDCuis0msDQdmcetR4AaABAg,If Russia can take Ukraine then Nth Korea will take Sth Korea.
Ugwk3zOOyP9381ofHRd4AaABAg,And yet another propaganda Video lets see
UgwrD7CoWEtsE2cf2Bp4AaABAg,"Another fascinating and artistically edited video from Johnny about a topic that I’ve never really researched. It makes me realise the problem with “learning” history. On the one hand it should warn us of past mistakes and help us avoid repeating them. On the other hand, it shows how obsession with the past can trap us into crippling policies and viewpoints. 
So many current conflicts, political redlines and cultural arguments are often sustained by things that happened decades or even hundreds of years ago but, hold no real relevance to the current problems that need to be solved."
UgwrD7CoWEtsE2cf2Bp4AaABAg.9hU1TMCsVv_9hU5waHoPf2,"And what you just said is such a laughably liberal, post modernist statement that I’m embarrassed reading it"
UgzSvuElzBCKx580Wr94AaABAg,"I see 👀 Korea is another victim of War between Russia and US.
God we need a 3rd super power to neutralize this warmongering. 
UN is failed organization.. has absolutely no power. just keeps voting n that's it"
UgzSvuElzBCKx580Wr94AaABAg.9hU1DXFRE9O9hU6-TteB0-,🇬🇧 🇬🇧 🇬🇧
Ugyr6Xys3Iwo5fqDj614AaABAg,"Ever since I found out about the Jeju Massacre of 1948, I always knew that the South and the US were the aggressors in the war. (south korean and american soldiers massacred 10k+ civillians and communist rebels in 1948 on Jeju island)"
UgyjlH-qv1j-0DyAHAx4AaABAg,"If the roles were reversed, if North Korea indiscriminately bombed the states, killing countless innocents, would the states forgive and forget? No matter the reason for the bombing. Think about it Johnny. Good video."
UgypsbX0bMyPTg7vnsR4AaABAg,How could someone hate USA government
UgyNC-uN8o6sb7TJe814AaABAg,Same with us in Northern Norway. The people in the south of Norway are freaking out and saying close the borders and ports etc. Meanwhile me 10km from Russia don't think about war at all...
UgyW65ekhTnxkC54JZl4AaABAg,You need to check out isrealy bomb shelters
UgxCKsXWlNOiQAHKd0B4AaABAg,19:21 i was surprised when the woman started speaking very american-like accent in english
Ugz1vtlXb653pLyqzOJ4AaABAg,"Wait a second! Why should north koreans forget what US regime did to them while US regime has not changed even a tiny bit from 1944 till today? You can ask north koreans to forget US genocides if there is even a tiny minuscule evidence that US regime has changed even the slighted possible from the massive crimes it did. Now US is unable to continue genocides there, if it could it would definitely do. The monarchs in US and their policies had been 100% fixed from 1944 till today and almost 90% fixed from the time the fake nation was made. Why should any people on the earth who lost their loved ones to US genocides forget that while US regime has not changed at all! You can't blame russia for the crimes USSR did because they almost completely changed. The question is ""has US had even 0.00001% change from 1944 till today in its hierarchy of power and policies toward the world?"" Guess what! NOPE! The only way to defend yourself is to be able to threaten US land directly just like how US directly threatens the earth with its weapons constantly."
UgwIltxUZL7IpmXdq0B4AaABAg,excellent work!
UgyDsRfkOihlz6FO-OR4AaABAg,Love your work. All the best from Ireland 🇮🇪
UgzDfmYA9Dtl3YNO6494AaABAg,"Screw the haters Johnny
Your videos may not be 100% scholarly accurate, but you are getting the new generations educated on historical and geographical events.
You are doing more for those who dont study these fields than almost anyone else here on youtube.
Thank you. Also sell maps so we can support you."
UgwRX64Tx3RY5eg98bR4AaABAg,Dont we do the same with 9/11?
UgzAVn0bnk0jyf7HT3p4AaABAg,North Korea hates Canada because north Korea is called a dictator country while Trudeau as a democratic leader
Ugy3dTl_1JjXzm9Su_h4AaABAg,"Americans are always dramatic, it's so annoying."
